Id2,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
250251403003,1350,27,0,0,0,0,14,0,0,0,0,0,25,73,0,22,381,123,27,261,96,257,44,0,0
250251403004,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,17,26,58,15,133,101,0,0
250251403005,952,28,0,0,0,0,0,13,3,0,0,7,0,59,0,3,228,141,35,260,75,56,44,0,0
250251403006,529,21,0,0,0,0,0,0,17,0,0,0,1,1,45,41,61,53,22,72,42,105,38,10,0
250251404001,395,18,0,0,0,39,38,0,0,0,0,0,0,0,0,14,31,151,39,49,0,16,0,0,0
250251404002,756,27,0,0,0,0,0,0,0,0,0,0,0,13,0,0,218,0,14,168,64,150,58,44,0
250251404003,1047,14,0,33,0,0,0,0,0,0,0,26,0,20,81,15,193,49,31,231,118,166,44,0,26
250251404004,343,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,62,26,0,80,66,59,12,21,0
250251404005,1303,12,0,0,0,0,0,0,0,0,0,0,0,25,66,0,527,109,12,222,93,161,45,19,12
250251404006,1522,75,0,0,0,0,0,15,19,0,17,18,23,32,16,55,451,69,112,167,36,305,62,0,50
250251404007,763,0,0,0,0,0,0,0,0,0,0,18,12,81,0,0,133,0,51,230,68,88,70,0,12
250251601011,1171,54,0,0,0,0,106,0,0,157,0,0,0,0,74,43,490,63,19,52,20,93,0,0,0
250251601012,1322,26,0,0,36,36,27,0,41,55,0,38,35,62,16,82,402,114,44,143,86,53,26,0,0
250251601013,1151,25,0,0,0,0,0,31,72,0,117,24,36,18,18,37,335,97,51,73,20,147,50,0,0
250251601014,1126,37,0,0,0,0,68,50,51,63,0,0,164,21,19,0,300,55,16,52,57,109,48,15,1
250251601015,711,65,0,0,0,16,82,0,58,0,16,0,95,0,20,0,215,59,16,69,0,0,0,0,0
250251602001,1094,15,0,0,0,36,0,0,48,95,0,21,14,39,0,23,395,98,18,114,53,125,0,0,0
250251602002,525,79,0,0,0,0,0,14,13,95,12,13,15,39,0,0,146,9,21,9,15,11,28,0,6
250251602003,1062,0,0,0,4,37,23,18,40,185,0,53,48,66,22,0,271,27,48,78,12,104,8,0,18
250251603001,1637,78,0,0,0,0,0,0,8,53,0,46,25,19,17,30,317,45,98,142,195,375,120,62,7
250251603002,423,12,0,0,0,0,6,0,0,31,0,0,33,8,0,0,76,0,47,49,17,79,30,9,26
250251604001,1006,56,0,0,0,0,37,21,10,32,29,0,72,23,13,5,192,19,46,70,36,170,145,0,30
250251604002,1151,174,0,0,0,24,36,10,0,24,15,54,9,33,8,7,396,62,57,88,32,52,70,0,0
250251605011,1217,69,10,0,0,15,21,31,21,77,50,22,88,73,29,0,233,83,13,73,56,127,91,11,24
250251605012,588,58,0,0,0,0,0,8,0,33,0,38,0,52,24,8,197,28,25,74,7,7,13,16,0
250251605013,236,25,0,0,0,0,19,0,9,0,0,8,0,0,0,0,57,13,41,11,10,43,0,0,0
250251605014,762,67,0,0,0,48,0,60,0,26,20,0,0,11,32,10,264,18,11,109,19,41,17,0,9
250251605015,606,15,0,0,0,0,0,23,50,17,0,28,23,25,0,0,208,31,58,45,11,44,17,11,0
250251605021,1295,90,0,0,0,0,0,0,0,46,37,17,21,2,2,0,517,40,37,143,10,176,137,0,20
250251605022,1318,115,0,0,0,0,0,12,0,0,0,44,101,17,115,0,364,61,26,94,225,89,55,0,0
250251605023,575,0,0,0,0,0,0,0,28,11,0,30,0,0,87,0,236,13,17,62,0,41,9,23,18
250251606011,1713,56,0,0,16,28,13,0,9,21,0,64,58,45,0,26,313,78,47,291,63,380,160,31,14
250251606012,1633,93,0,0,0,0,41,37,11,64,8,79,30,18,23,32,564,78,31,210,66,118,97,22,11
250251606021,1102,35,18,0,0,0,0,0,30,3,27,65,50,20,31,12,343,59,16,114,49,186,28,0,16
250251606022,523,39,0,0,0,0,0,0,0,0,0,0,0,0,11,0,217,24,11,109,38,19,34,5,16
250251606023,475,14,0,0,0,0,14,0,0,0,0,0,0,27,0,0,202,5,10,48,12,111,32,0,0
250251606024,633,46,0,0,0,11,27,0,35,91,28,0,2,10,10,5,212,30,9,43,15,9,50,0,0
250251606025,790,24,0,0,0,0,20,0,14,16,23,29,0,0,11,0,342,16,38,52,93,34,61,17,0
250251701001,951,11,0,0,0,0,0,0,81,0,0,0,35,0,36,0,273,60,74,142,52,108,79,0,0
250251701002,975,12,0,0,0,0,0,0,0,0,45,0,0,0,95,19,462,12,78,111,57,53,31,0,0
250251701003,563,35,0,0,0,0,0,0,0,0,0,0,0,16,51,25,163,19,33,101,22,43,55,0,0
250251701004,481,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,247,0,11,64,32,69,30,0,16
250251701005,911,22,0,0,0,0,0,0,45,0,0,0,12,14,0,19,285,79,47,187,0,147,40,0,14
250251701006,468,0,0,0,0,0,15,0,0,0,0,19,0,0,0,18,192,15,11,96,0,85,17,0,0
250251701007,826,0,0,0,0,0,0,0,0,72,53,0,0,11,24,0,426,40,13,44,91,39,13,0,0
250251702001,718,9,0,0,0,0,0,0,13,28,9,8,21,10,7,23,237,23,95,98,60,77,0,0,0
250251702002,1452,79,0,0,0,63,0,0,38,51,0,0,24,11,10,0,584,30,22,302,14,201,7,0,16
250251702003,406,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,160,12,0,55,37,97,24,0,0
250251702004,1006,90,0,0,0,0,28,10,18,47,10,0,0,15,0,12,315,62,66,155,17,105,45,11,0
250251703001,1399,20,0,0,0,0,0,0,0,0,0,0,0,0,0,34,297,99,78,100,40,390,310,15,16
250251703002,671,0,0,0,0,0,3,0,0,0,0,8,3,0,48,0,336,14,37,99,0,103,0,20,0
250251703003,541,119,0,0,0,0,0,0,0,0,0,0,0,0,0,96,133,14,36,38,42,23,28,12,0
250251703004,1493,49,27,0,0,0,15,0,66,0,20,0,70,66,53,16,272,19,75,298,100,238,93,0,16
250251703005,1258,109,0,0,0,0,0,0,0,0,0,0,26,0,0,13,671,58,65,94,97,84,20,0,21
250251703006,953,72,0,0,0,23,0,0,44,0,52,24,0,0,0,0,390,95,0,78,15,91,44,25,0
250251703007,499,0,0,0,0,0,8,0,41,0,0,0,0,0,0,16,234,69,26,19,23,49,14,0,0
250251704001,946,0,0,0,0,0,0,0,0,0,0,0,15,30,20,16,438,42,34,80,57,97,117,0,0
250251704002,856,29,0,0,0,0,0,0,0,0,0,13,0,0,0,0,336,22,0,91,72,240,40,13,0
250251704003,896,121,0,0,0,0,0,16,51,0,15,55,0,0,28,55,356,0,0,17,37,116,15,14,0
250251704004,1919,0,0,0,0,0,0,0,13,16,0,17,0,15,12,52,891,40,34,276,185,183,185,0,0
250251705011,1494,17,0,0,27,0,0,0,0,7,0,0,60,27,0,10,336,44,65,208,241,261,131,21,39
250251705012,1060,11,0,0,0,0,0,0,0,0,0,0,90,72,15,54,268,40,40,111,52,151,119,7,30
250251705021,809,0,0,0,0,0,29,0,30,0,0,0,0,28,0,6,199,8,39,98,25,263,42,23,19
250251705022,1457,6,0,0,0,0,0,0,0,0,0,13,0,8,36,22,578,74,106,119,171,208,70,46,0
250251706011,1057,75,0,0,0,13,0,0,0,8,0,8,59,14,31,9,302,79,23,40,127,200,69,0,0
250251706012,1264,30,0,0,0,0,40,0,28,0,27,9,9,0,46,8,425,46,32,211,82,233,38,0,0
250251706013,925,50,0,0,0,0,7,0,20,37,0,0,0,35,0,9,252,24,63,142,104,103,57,0,22
250251706014,979,9,0,0,0,0,0,18,0,61,0,0,132,12,52,7,445,2,29,61,21,88,24,0,18
250251707011,646,23,0,0,0,0,0,0,0,0,0,46,23,0,27,6,192,41,17,116,18,97,15,16,9
250251707012,990,38,0,0,0,7,0,0,9,24,7,18,18,7,21,26,317,39,14,144,43,107,141,10,0
250251707021,754,15,0,0,0,0,0,0,0,0,0,55,91,19,0,0,316,19,45,111,51,2,30,0,0
250251707022,830,0,0,0,0,0,0,13,15,10,0,65,0,39,8,0,251,32,9,56,21,137,167,0,7
250251707023,1256,289,0,0,0,0,0,0,93,74,0,0,11,0,0,39,459,14,103,57,0,93,24,0,0
250251707024,965,77,0,0,0,0,82,0,59,0,19,0,0,0,0,0,378,61,73,136,27,53,0,0,0
250251707025,779,10,0,0,0,107,45,0,0,0,0,37,23,0,0,0,244,19,25,109,66,94,0,0,0
250251708001,1358,211,0,0,0,0,0,0,0,32,130,64,23,13,30,30,397,9,73,117,23,180,26,0,0
250251708002,802,0,0,0,0,0,0,0,16,0,39,0,0,0,0,0,242,37,118,180,15,83,72,0,0
250251708003,737,91,0,0,0,0,0,0,0,0,11,67,1,0,0,0,366,18,16,139,0,28,0,0,0
250251708004,1132,29,0,0,0,0,16,0,0,101,0,0,0,28,0,16,365,82,20,278,68,102,12,15,0
250251801011,1053,0,0,0,0,0,10,0,0,0,0,17,0,0,0,28,200,27,117,213,68,187,161,10,15
250251801012,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,25,58,169,34,324,144,0,0
250251801013,1800,32,0,0,0,0,0,0,0,0,20,0,79,16,58,32,648,16,45,200,165,302,129,58,0
250251802001,885,45,0,0,0,0,0,0,0,0,0,18,0,0,0,12,314,23,79,164,72,146,12,0,0
250251802002,490,0,0,0,0,0,0,0,0,0,8,0,15,1,21,0,237,10,22,51,9,85,12,11,8
250251802003,577,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,226,24,55,55,35,78,77,10,0
250251802004,1039,0,0,0,0,0,0,0,0,7,0,0,0,35,16,0,294,22,40,118,85,309,93,20,0
250251803011,487,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,160,0,8,10,45,223,34,0,0
250251803012,672,23,0,0,0,0,0,0,0,0,0,0,0,0,16,0,153,0,8,95,51,183,119,24,0
250251803013,491,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,104,0,28,83,16,145,86,22,0
250251803014,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,68,0,16,68,65,251,77,32,8
250251804001,704,9,0,0,0,0,0,0,0,7,7,0,6,0,4,7,185,14,52,61,30,229,73,20,0
250251804002,757,16,0,0,0,0,0,0,0,7,0,0,0,18,0,6,128,43,47,154,53,149,107,21,8
250251805001,1143,8,0,0,0,0,0,0,0,0,0,0,9,18,44,0,418,36,54,131,148,204,44,20,9
250251805002,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,15,25,28,110,90,0,43
250251805003,828,7,0,0,0,0,0,0,0,0,0,0,11,19,0,0,369,16,57,141,56,91,42,8,11
250251805004,895,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,150,12,72,208,115,195,83,43,0
250259801011,312,0,0,0,0,0,0,0,0,0,0,11,14,0,21,5,47,58,20,106,2,24,4,0,0
250259803001,324,7,0,0,0,0,0,6,9,0,9,18,23,39,12,18,72,21,6,71,0,13,0,0,0
250259807001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
250259810001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259811001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259811002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259811003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259811004,292,0,0,0,0,0,0,0,0,0,0,5,9,9,0,13,75,36,4,77,22,34,0,4,4
250259812011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259812021,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,23,0,0,0
250259813001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259813002,330,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,6,22,13,153,67,30,14
250259815011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259815021,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
250259816001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259817001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250259818001,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,0
250259901010,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
