Id2,Total,"Car, truck, or van",Public transportation (excluding taxicab),Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked at home
2.50251E+11,620,478,142,0,0,0,0,0,0
2.50251E+11,676,421,188,0,0,0,67,0,0
2.50251E+11,583,469,81,0,0,0,22,0,11
2.50251E+11,1018,679,191,0,0,0,58,0,90
2.50251E+11,493,379,114,0,0,0,0,0,0
2.50251E+11,591,414,160,0,0,0,17,0,0
2.50251E+11,574,410,138,0,0,0,26,0,0
2.50251E+11,924,680,107,0,0,0,71,33,33
2.50251E+11,268,217,33,0,0,0,0,0,18
2.50251E+11,592,439,108,0,0,0,0,18,27
2.50251E+11,344,221,75,0,0,0,11,1,36
2.50251E+11,208,100,108,0,0,0,0,0,0
2.50251E+11,553,435,80,0,0,0,22,0,16
2.50251E+11,724,549,113,0,0,0,0,0,62
2.50251E+11,315,201,81,0,0,0,0,0,33
2.50251E+11,860,672,188,0,0,0,0,0,0
2.50251E+11,956,480,412,0,0,17,32,0,15
2.50251E+11,507,238,269,0,0,0,0,0,0
2.50252E+11,1091,575,313,49,0,0,154,0,0
2.50252E+11,923,659,199,0,0,0,65,0,0
2.50252E+11,811,519,190,33,0,36,33,0,0
2.50252E+11,1172,483,537,68,0,0,32,0,52
2.50252E+11,400,279,92,0,0,0,29,0,0
2.50252E+11,947,415,376,31,0,22,103,0,0
2.50252E+11,312,156,88,0,0,0,43,0,25
2.50252E+11,922,361,402,0,0,0,136,9,14
2.50252E+11,910,591,219,0,0,8,45,0,47
2.50252E+11,349,151,188,0,0,0,0,0,10
2.50252E+11,850,497,192,0,0,0,151,10,0
2.50252E+11,847,348,337,0,0,0,140,12,10
2.50252E+11,1091,649,230,0,0,0,111,43,58
2.50252E+11,497,355,67,0,0,0,22,21,32
2.50252E+11,183,66,65,0,0,0,52,0,0
2.50252E+11,434,244,105,21,0,0,64,0,0
2.50252E+11,494,199,200,0,0,38,49,0,8
2.50252E+11,1066,732,209,0,0,0,62,9,54
2.50252E+11,933,755,170,0,0,0,8,0,0
2.50252E+11,372,150,126,0,0,9,87,0,0
2.50252E+11,1179,829,290,0,0,0,39,0,21
2.50252E+11,1113,645,423,0,0,0,45,0,0
2.50252E+11,984,735,129,0,8,0,52,56,4
2.50252E+11,334,254,50,0,0,11,14,5,0
2.50252E+11,362,226,136,0,0,0,0,0,0
2.50252E+11,410,189,178,25,0,0,18,0,0
2.50252E+11,593,430,142,0,0,0,7,0,14
2.50252E+11,558,372,141,0,0,0,26,19,0
2.50252E+11,873,675,147,0,0,0,51,0,0
2.50252E+11,416,351,59,0,0,0,6,0,0
2.50252E+11,345,275,59,0,0,0,0,0,11
2.50252E+11,597,420,80,0,0,28,69,0,0
2.50252E+11,379,309,55,0,0,0,15,0,0
2.50252E+11,597,467,90,0,0,0,0,0,40
2.50252E+11,325,227,40,0,0,0,58,0,0
2.50252E+11,889,632,198,0,0,0,59,0,0
2.50252E+11,259,235,24,0,0,0,0,0,0
2.50252E+11,663,546,112,0,0,0,0,0,5
2.50252E+11,1162,752,337,0,0,0,0,15,58
2.50252E+11,346,266,80,0,0,0,0,0,0
2.50252E+11,321,291,11,19,0,0,0,0,0
2.50252E+11,1280,1041,61,16,0,0,97,0,65
2.50252E+11,662,488,140,0,0,0,0,0,34
2.50252E+11,681,578,103,0,0,0,0,0,0
2.50252E+11,420,361,45,0,0,0,14,0,0
2.50252E+11,571,336,147,0,0,0,33,38,17
2.50252E+11,815,362,387,0,0,0,66,0,0
2.50252E+11,648,362,226,0,0,0,57,1,2
2.50252E+11,1499,1099,352,0,0,0,48,0,0
2.50252E+11,1111,591,420,0,0,0,25,22,53
2.50252E+11,594,391,149,0,0,45,0,0,9
2.50252E+11,566,428,110,0,0,0,0,0,28
2.50252E+11,699,456,225,0,0,0,18,0,0
2.50252E+11,809,533,214,0,0,13,26,0,23
2.50252E+11,998,747,187,0,0,0,43,0,21
2.50252E+11,581,442,123,0,0,0,16,0,0
2.50252E+11,751,484,229,0,0,0,25,0,13
2.50252E+11,361,187,149,0,0,0,20,5,0
2.50252E+11,692,221,391,34,0,0,15,12,19
2.50252E+11,520,249,271,0,0,0,0,0,0
2.50252E+11,460,301,159,0,0,0,0,0,0
2.50252E+11,1166,779,346,0,0,0,41,0,0
2.50252E+11,797,400,397,0,0,0,0,0,0
2.50252E+11,646,101,522,0,0,0,23,0,0
2.50252E+11,1028,458,520,50,0,0,0,0,0
2.50252E+11,550,338,194,0,0,0,0,0,18
2.50252E+11,450,297,119,0,0,0,1,0,33
2.50252E+11,996,727,236,5,0,0,0,0,28
2.50252E+11,768,419,282,0,0,0,27,18,22
2.50252E+11,663,530,93,0,0,0,0,18,22
2.50252E+11,1198,962,186,0,0,0,50,0,0
2.50252E+11,682,468,76,0,0,0,118,20,0
2.50252E+11,402,252,112,0,0,0,10,0,28
2.50252E+11,380,303,53,0,0,0,18,0,6
2.50252E+11,621,317,271,0,0,0,0,0,33
2.50252E+11,307,156,113,0,0,0,0,9,29
2.50252E+11,471,284,174,0,0,0,0,0,13
2.50252E+11,321,228,29,0,0,0,8,0,56
2.50252E+11,472,321,70,0,0,0,0,81,0
2.50252E+11,516,395,81,0,0,0,6,0,34
2.50252E+11,664,496,125,0,0,0,31,8,4
2.50252E+11,825,658,101,9,0,0,38,0,19
2.50252E+11,317,235,65,0,0,0,0,0,17
2.50252E+11,627,496,98,0,0,0,8,7,18
2.50252E+11,666,516,134,0,0,0,0,0,16
2.5026E+11,49,22,8,0,0,0,18,0,1
2.5026E+11,79,23,23,0,0,0,15,0,18
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,109,55,43,0,0,0,0,0,11
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,215,125,0,0,0,0,38,0,52
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,329,156,138,0,0,0,23,0,12
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,4,0,4,0,0,0,0,0,0
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,0,0,0,0,0,0,0,0,0
2.5026E+11,10,10,0,0,0,0,0,0,0
2.5026E+11,71,0,71,0,0,0,0,0,0
2.50173E+11,988,900,7,0,0,0,19,5,57
2.50173E+11,708,665,7,0,0,0,7,0,29
2.50173E+11,991,847,7,0,0,0,15,0,122
2.50173E+11,554,515,0,0,11,0,0,0,28
2.50173E+11,572,530,0,0,0,0,0,0,42
2.50173E+11,816,784,8,0,0,0,0,7,17
2.50173E+11,1273,1174,37,0,0,9,8,11,34
2.50173E+11,870,792,0,0,0,0,0,0,78
2.50173E+11,681,437,44,39,0,0,126,0,35
2.50173E+11,1009,699,87,14,0,0,98,43,68
2.50173E+11,1043,863,36,0,0,0,117,27,0
2.50173E+11,731,658,16,0,0,0,0,0,57
2.50173E+11,195,156,0,0,0,0,0,22,17
2.50173E+11,1466,1175,116,13,0,0,80,82,0
2.50173E+11,443,434,7,0,0,0,1,0,1
2.50173E+11,429,351,0,0,0,0,37,41,0
2.50173E+11,803,718,0,34,0,0,0,30,21
2.50173E+11,517,470,0,0,0,0,47,0,0
2.50173E+11,461,386,0,0,0,0,75,0,0
2.50173E+11,399,331,0,0,0,0,27,0,41
2.50173E+11,540,440,0,23,0,0,42,0,35
2.50173E+11,544,448,41,0,0,0,17,0,38
2.50173E+11,656,495,56,0,0,0,87,0,18
2.50173E+11,411,317,42,0,0,0,52,0,0
2.50173E+11,298,196,6,0,0,7,74,0,15
2.50173E+11,1078,694,60,0,0,0,301,23,0
2.50173E+11,390,308,19,0,0,0,63,0,0
2.50173E+11,1305,1215,14,0,11,0,44,0,21
2.50173E+11,1463,1431,0,0,0,0,0,30,2
2.50173E+11,141,118,20,0,0,0,0,3,0
2.50173E+11,766,766,0,0,0,0,0,0,0
2.50173E+11,822,684,53,0,14,0,71,0,0
2.50173E+11,319,319,0,0,0,0,0,0,0
2.50173E+11,870,721,95,0,0,0,39,0,15
2.50173E+11,563,521,0,0,0,0,42,0,0
2.50173E+11,669,445,109,0,0,7,90,0,18
2.50173E+11,1100,956,37,0,0,0,38,26,43
2.50173E+11,553,479,0,0,0,0,53,7,14
2.50173E+11,723,556,28,0,0,0,109,3,27
2.50173E+11,749,687,15,22,0,5,9,0,11
2.50173E+11,610,534,10,0,0,0,20,8,38
2.50173E+11,569,492,18,0,0,0,0,0,59
2.50173E+11,660,618,14,0,0,24,0,0,4
2.50173E+11,801,618,61,0,0,5,69,0,48
2.50173E+11,227,204,0,0,0,0,17,0,6
2.50173E+11,372,352,0,0,0,0,0,0,20
2.50173E+11,909,841,0,0,0,0,24,19,25
2.50173E+11,1233,1076,119,0,0,0,0,0,38
2.50173E+11,635,573,46,0,0,0,0,0,16
2.50173E+11,618,595,13,0,0,0,0,0,10
2.50173E+11,358,281,35,0,0,0,33,0,9
2.50173E+11,990,917,0,0,0,0,8,16,49
2.50173E+11,739,730,0,0,0,0,0,0,9
2.50173E+11,301,264,0,0,0,0,26,0,11
2.50173E+11,445,412,0,0,0,0,0,0,33
2.50173E+11,312,296,0,8,0,0,0,0,8
2.50173E+11,388,332,14,0,0,0,0,10,32
2.50173E+11,639,568,13,0,0,0,58,0,0
2.50173E+11,511,425,47,0,0,0,0,0,39
2.50173E+11,921,880,25,0,0,0,11,0,5
2.50173E+11,992,903,17,0,0,1,14,21,36
2.50173E+11,575,478,39,0,0,0,50,1,7
2.50173E+11,693,572,54,0,0,0,56,11,0
2.50173E+11,255,159,45,0,0,0,22,19,10
2.50173E+11,499,433,18,0,0,0,26,0,22
2.50173E+11,747,603,4,10,4,0,41,4,81
2.50173E+11,412,372,10,0,0,0,0,9,21
2.50173E+11,399,370,0,0,0,0,0,0,29
2.50173E+11,487,453,0,0,0,0,34,0,0
2.50173E+11,945,779,33,0,0,0,32,28,73
2.50173E+11,641,616,13,0,0,0,12,0,0
2.50173E+11,419,398,0,0,0,0,0,0,21
2.50173E+11,406,328,20,0,0,58,0,0,0
2.50173E+11,711,641,28,0,0,0,1,40,1
2.50173E+11,813,799,14,0,0,0,0,0,0
2.50173E+11,1212,1045,30,0,0,14,68,0,55
2.50173E+11,79,57,0,11,0,0,5,0,6
2.50173E+11,870,759,39,0,0,0,29,0,43
2.50173E+11,1026,907,64,0,0,0,0,0,55
2.50173E+11,483,421,0,0,0,0,0,23,39
2.50173E+11,940,718,15,0,0,0,112,10,85
2.50173E+11,1126,939,72,0,0,0,8,21,86
2.50173E+11,440,429,11,0,0,0,0,0,0
2.50173E+11,547,547,0,0,0,0,0,0,0
2.50173E+11,1398,1292,0,1,0,0,18,0,87
2.50173E+11,1472,1415,0,0,0,17,0,0,40
2.50173E+11,809,773,0,0,0,0,20,0,16
2.50173E+11,375,364,0,0,0,0,0,0,11
2.50173E+11,522,508,0,0,0,0,0,0,14
2.50173E+11,1532,1441,47,0,0,0,13,0,31
2.50173E+11,910,838,24,0,0,0,11,16,21
2.50173E+11,827,708,59,0,0,0,13,0,47
2.50173E+11,747,729,0,0,0,0,0,0,18
2.50173E+11,2116,1968,0,0,0,0,74,0,74
2.50173E+11,842,739,18,0,0,0,0,0,85
2.50173E+11,807,645,39,0,0,0,0,11,112
2.50173E+11,837,756,28,0,0,0,14,0,39
2.50173E+11,870,795,0,0,0,0,48,27,0
2.50173E+11,476,476,0,0,0,0,0,0,0
2.50173E+11,627,626,1,0,0,0,0,0,0
2.50173E+11,1144,1119,0,0,0,0,0,0,25
2.50173E+11,1025,962,21,0,0,0,13,29,0
2.50173E+11,1048,928,44,0,0,0,14,62,0
2.50173E+11,273,261,0,0,0,0,12,0,0
2.50173E+11,1356,1285,33,0,0,0,0,0,38
2.50173E+11,860,809,35,0,0,16,0,0,0
2.50173E+11,1028,1012,16,0,0,0,0,0,0
2.50173E+11,716,660,5,0,0,0,0,0,51
2.50173E+11,1015,932,4,0,0,9,7,0,63
2.50173E+11,1470,1335,40,0,9,0,12,0,74
2.50173E+11,1927,1805,19,0,10,0,48,0,45
2.50173E+11,976,857,18,0,0,0,0,0,101
2.50173E+11,1508,1409,30,0,0,0,15,0,54
2.50173E+11,942,825,74,0,0,0,0,0,43
2.50173E+11,1016,998,18,0,0,0,0,0,0
2.50173E+11,1004,931,0,0,0,0,0,0,73
2.50173E+11,778,731,21,0,0,8,0,0,18
2.50173E+11,516,473,19,0,0,0,0,0,24
2.50173E+11,1131,1053,24,0,0,0,6,6,42
2.50173E+11,335,309,4,0,0,0,0,0,22
2.50173E+11,551,532,15,0,4,0,0,0,0
2.50173E+11,601,472,17,0,0,0,35,0,77
2.50173E+11,973,891,11,0,0,0,0,0,71
2.50173E+11,406,370,22,0,0,0,0,0,14
2.50173E+11,575,509,14,0,0,14,0,0,38
2.50173E+11,772,722,33,0,0,0,0,0,17
2.50173E+11,1015,878,72,0,16,0,27,0,22
2.50173E+11,971,895,10,0,0,0,16,6,44
2.50173E+11,805,752,13,0,0,10,10,9,11
2.50173E+11,1011,952,45,0,0,0,0,14,0
2.50173E+11,857,838,0,0,0,0,0,0,19
2.50173E+11,1176,1063,46,0,0,52,0,0,15
2.50173E+11,774,730,0,0,0,0,0,0,44
2.50173E+11,620,593,0,0,0,0,0,10,17
2.50173E+11,653,595,17,0,0,0,0,0,41
2.50173E+11,1164,1093,5,0,0,0,0,15,51
2.50173E+11,455,397,27,0,0,0,8,0,23
2.50173E+11,956,828,102,0,26,0,0,0,0
2.50173E+11,1067,1007,37,0,0,0,0,0,23
2.50173E+11,411,382,9,0,9,0,0,0,11
2.50173E+11,2331,2054,186,20,0,0,0,17,54
2.50173E+11,290,290,0,0,0,0,0,0,0
2.50173E+11,311,293,0,0,0,0,0,0,18
2.50173E+11,702,702,0,0,0,0,0,0,0
2.50173E+11,1280,1169,37,0,0,0,34,0,40
2.50173E+11,363,334,29,0,0,0,0,0,0
2.50173E+11,558,448,77,0,12,0,0,10,11
2.50173E+11,471,428,0,0,7,0,0,0,36
2.50173E+11,569,553,0,0,0,0,0,0,16
2.50173E+11,909,866,5,0,0,0,10,0,28
2.50173E+11,1022,974,48,0,0,0,0,0,0
2.50173E+11,0,0,0,0,0,0,0,0,0
2.50173E+11,944,759,32,0,0,0,48,0,105
2.50173E+11,742,666,69,0,0,0,0,0,7
2.50173E+11,537,537,0,0,0,0,0,0,0
2.50173E+11,783,665,25,0,0,0,0,0,93
2.50173E+11,515,501,0,0,0,0,14,0,0
2.50173E+11,803,699,63,0,0,0,0,0,41
2.50173E+11,535,535,0,0,0,0,0,0,0
2.50173E+11,761,669,62,0,0,0,0,0,30
2.50173E+11,1390,1279,14,0,0,0,56,0,41
2.50173E+11,950,860,0,0,12,0,0,23,55
2.50173E+11,612,591,0,0,0,0,21,0,0
2.50173E+11,919,833,0,0,0,0,0,0,86
2.50173E+11,1162,1050,48,0,0,10,0,0,54
2.50173E+11,864,755,31,0,0,11,9,8,50
2.50173E+11,545,493,22,0,0,0,0,0,30
2.50173E+11,703,628,10,0,0,0,0,7,58
2.50173E+11,731,655,50,0,0,0,0,0,26
2.50173E+11,824,687,30,0,0,0,28,34,45
2.50173E+11,1081,955,60,0,0,10,0,0,56
2.50173E+11,500,448,37,0,0,0,8,0,7
2.50173E+11,1271,1209,0,0,0,0,7,7,48
2.50173E+11,297,255,0,0,0,0,11,0,31
2.50173E+11,967,846,24,0,0,0,40,0,57
2.50173E+11,323,260,20,0,0,0,21,0,22
2.50173E+11,812,722,15,0,0,0,0,0,75
2.50173E+11,1406,1178,27,0,17,0,14,0,170
2.50173E+11,758,680,40,0,0,0,0,0,38
2.50173E+11,1439,1418,0,0,0,0,0,7,14
2.50173E+11,769,754,0,0,0,0,0,0,15
2.50173E+11,466,373,53,0,0,0,11,0,29
2.50173E+11,1062,892,37,0,0,0,0,0,133
2.50173E+11,1811,1640,57,0,0,0,0,0,114
2.50173E+11,778,741,0,0,0,0,1,0,36
2.50173E+11,482,448,0,0,0,0,0,0,34
2.50173E+11,1209,1151,0,0,0,0,0,34,24
2.50173E+11,899,757,16,0,0,0,17,0,109
2.50173E+11,1400,1311,12,0,0,0,0,0,77
2.50173E+11,1446,1304,16,0,0,25,14,0,87
2.50173E+11,569,522,14,0,0,0,0,0,33
2.50173E+11,622,534,58,0,0,0,0,0,30
2.50173E+11,768,646,59,0,0,0,0,0,63
2.50173E+11,1376,1174,28,0,0,10,0,7,157
2.50173E+11,1531,1216,151,0,0,7,17,13,127
2.50173E+11,1746,1453,111,0,0,0,21,15,146
2.50173E+11,1618,1245,59,0,0,0,52,30,232
2.50173E+11,838,616,118,0,0,0,82,0,22
2.50173E+11,1712,1599,0,0,0,0,27,0,86
2.50173E+11,1343,1246,17,0,0,0,0,15,65
2.50173E+11,398,316,0,0,0,0,0,19,63
2.50173E+11,1261,1139,48,0,0,0,0,18,56
2.50173E+11,1121,971,16,0,0,0,88,0,46
2.50173E+11,1318,1245,14,0,0,0,0,0,59
2.50173E+11,975,907,22,0,0,0,0,46,0
2.50173E+11,562,560,0,0,0,2,0,0,0
2.50173E+11,416,369,0,0,0,0,29,0,18
2.50173E+11,961,873,0,0,0,0,0,0,88
2.50173E+11,342,317,25,0,0,0,0,0,0
2.50173E+11,1305,1289,0,0,0,0,16,0,0
2.50173E+11,1162,1045,30,0,0,0,11,0,76
2.50173E+11,460,437,0,0,0,0,0,0,23
2.50173E+11,2027,1778,111,0,0,0,52,15,71
2.50173E+11,1078,853,11,0,0,0,14,111,89
2.50173E+11,1013,897,68,0,0,0,0,0,48
2.50173E+11,2613,2192,62,0,0,0,71,163,125
2.50173E+11,804,741,0,0,0,0,0,0,63
2.50173E+11,604,523,0,0,0,0,0,0,81
2.50173E+11,857,823,0,0,0,0,16,0,18
2.50173E+11,702,651,13,0,9,0,0,0,29
2.50173E+11,562,458,15,0,0,0,0,0,89
2.50173E+11,525,434,21,0,0,0,0,0,70
2.50173E+11,763,724,7,0,0,0,0,0,32
2.50173E+11,802,772,8,0,0,0,0,14,8
2.50173E+11,1218,1126,26,0,0,0,0,0,66
2.50173E+11,1036,955,0,0,0,0,43,0,38
2.50173E+11,1864,1788,13,0,0,0,39,0,24
2.50173E+11,572,572,0,0,0,0,0,0,0
2.50173E+11,948,901,0,0,11,0,0,9,27
2.50173E+11,1017,865,0,0,0,0,17,86,49
2.50173E+11,642,598,15,0,0,0,0,0,29
2.50173E+11,1117,987,17,0,0,0,0,0,113
2.50173E+11,493,378,41,0,0,0,17,0,57
2.50173E+11,729,681,29,0,0,0,19,0,0
2.50173E+11,1357,1270,13,0,15,0,0,0,59
2.50173E+11,954,809,42,0,0,0,18,0,85
2.50173E+11,860,720,41,0,0,0,27,0,72
2.50173E+11,879,819,27,0,0,0,10,0,23
2.50173E+11,629,582,18,0,0,0,0,0,29
2.50173E+11,1359,1139,78,0,0,0,11,0,131
2.50173E+11,352,309,0,0,0,0,12,0,31
2.50173E+11,1511,1394,49,0,0,0,0,0,68
2.50173E+11,605,567,0,0,0,0,27,0,11
2.50173E+11,461,389,14,0,0,14,44,0,0
2.50173E+11,409,357,21,0,0,0,0,0,31
2.50173E+11,388,267,16,0,0,0,8,87,10
2.50173E+11,819,773,0,0,0,0,16,13,17
2.50173E+11,434,434,0,0,0,0,0,0,0
2.50173E+11,643,536,20,0,0,0,0,0,87
2.50173E+11,1690,1401,37,0,0,10,67,0,175
2.50173E+11,1349,1179,40,0,0,0,14,0,116
2.50173E+11,1348,1160,80,0,0,18,0,0,90
2.50173E+11,676,541,55,0,0,0,0,18,62
2.50173E+11,1120,1030,21,0,0,0,0,0,69
2.50173E+11,1078,1005,12,0,0,0,0,0,61
2.50173E+11,405,394,11,0,0,0,0,0,0
2.50173E+11,797,797,0,0,0,0,0,0,0
2.50173E+11,974,914,0,8,0,0,10,0,42
2.50173E+11,876,729,23,0,0,0,13,9,102
2.50173E+11,276,276,0,0,0,0,0,0,0
2.50173E+11,770,658,10,0,0,0,0,0,102
2.50173E+11,1318,1224,5,0,0,0,10,0,79
2.50173E+11,559,475,13,0,0,0,0,0,71
2.50173E+11,575,528,0,0,0,0,0,0,47
2.50173E+11,1176,1058,29,0,0,0,0,30,59
2.50173E+11,906,722,101,0,0,0,0,0,83
2.50173E+11,874,775,16,0,0,0,0,40,43
2.50173E+11,1177,1063,30,0,0,0,0,0,84
2.50173E+11,1198,1021,132,0,0,0,45,0,0
2.50173E+11,1172,1070,11,0,0,0,7,0,84
2.50173E+11,693,623,27,26,0,0,0,0,17
2.50173E+11,793,696,13,0,0,0,41,0,43
2.50173E+11,910,821,27,0,0,0,0,0,62
2.50173E+11,1074,1034,2,0,0,12,0,0,26
2.50173E+11,594,539,26,0,0,0,0,0,29
2.50173E+11,1215,1121,65,0,0,0,13,0,16
2.50173E+11,1423,1297,88,0,0,0,27,0,11
2.50173E+11,543,543,0,0,0,0,0,0,0
2.50173E+11,1712,1550,61,13,0,0,0,11,77
2.50173E+11,1596,1470,32,0,0,0,16,24,54
2.50173E+11,1201,1054,26,0,0,0,0,39,82
2.50173E+11,1442,1262,67,0,0,0,34,21,58
2.50173E+11,1202,986,159,0,15,0,0,0,42
2.50173E+11,611,526,50,0,0,0,0,0,35
2.50173E+11,1056,982,0,0,0,0,0,0,74
2.50173E+11,695,673,22,0,0,0,0,0,0
2.50173E+11,762,729,14,0,0,0,0,0,19
2.50173E+11,1919,1752,25,0,0,0,105,0,37
2.50173E+11,1301,1104,67,0,0,0,0,64,66
2.50173E+11,438,427,0,0,0,0,0,0,11
2.50173E+11,1195,1116,47,0,0,0,14,0,18
2.50173E+11,488,471,17,0,0,0,0,0,0
2.50173E+11,449,380,29,0,0,0,25,0,15
2.50173E+11,699,562,16,0,0,0,13,0,108
2.50173E+11,1367,1264,37,0,0,0,0,0,66
2.50173E+11,540,526,0,0,0,0,14,0,0
2.50173E+11,1100,933,102,0,0,7,36,10,12
2.50173E+11,760,671,0,0,0,0,21,14,54
2.50173E+11,1512,1281,77,0,0,0,14,0,140
2.50173E+11,548,520,28,0,0,0,0,0,0
2.50173E+11,381,368,13,0,0,0,0,0,0
2.50173E+11,621,564,17,0,0,0,0,0,40
2.50173E+11,1150,907,114,0,0,0,0,0,129
2.50173E+11,963,905,34,0,0,0,0,0,24
2.50173E+11,314,282,32,0,0,0,0,0,0
2.50173E+11,446,375,0,0,10,0,40,0,21
2.50173E+11,743,695,28,0,0,0,0,0,20
2.50173E+11,534,482,21,0,5,9,0,17,0
2.50173E+11,917,693,134,0,0,0,59,0,31
2.50173E+11,760,652,20,0,0,0,12,0,76
2.50173E+11,948,784,30,0,0,0,73,0,61
2.50173E+11,818,741,16,21,0,0,17,0,23
2.50173E+11,594,556,38,0,0,0,0,0,0
2.50173E+11,516,471,45,0,0,0,0,0,0
2.50173E+11,833,724,53,0,0,0,0,0,56
2.50173E+11,392,296,34,0,0,0,0,15,47
2.50173E+11,1339,1200,23,0,9,0,12,0,95
2.50173E+11,1287,1076,68,0,0,0,21,48,74
2.50173E+11,783,649,8,0,0,0,33,28,65
2.50173E+11,1040,963,18,0,0,0,19,0,40
2.50173E+11,1599,1361,94,0,0,0,144,0,0
2.50173E+11,409,399,0,0,0,0,0,0,10
2.50173E+11,472,420,36,0,0,0,0,0,16
2.50173E+11,638,580,58,0,0,0,0,0,0
2.50173E+11,413,337,27,0,0,0,49,0,0
2.50173E+11,932,885,18,0,0,0,0,0,29
2.50173E+11,1124,887,160,0,0,0,25,0,52
2.50173E+11,1162,940,64,0,0,0,37,21,100
2.50173E+11,1773,1456,250,0,0,0,0,0,67
2.50173E+11,684,502,111,0,0,0,19,0,52
2.50173E+11,498,416,50,0,0,0,16,8,8
2.50173E+11,430,337,83,0,0,0,0,10,0
2.50173E+11,549,464,73,0,0,0,0,0,12
2.50173E+11,1060,918,58,0,0,0,0,20,64
2.50173E+11,690,573,13,0,0,0,0,0,104
2.50173E+11,901,855,0,0,0,0,0,0,46
2.50173E+11,1582,1339,151,0,0,41,0,0,51
2.50173E+11,873,765,0,0,0,12,0,22,74
2.50173E+11,1016,887,85,0,0,0,0,25,19
2.50173E+11,738,598,34,0,0,0,25,25,56
2.50173E+11,349,236,73,0,0,0,0,1,39
2.50173E+11,545,439,79,0,0,0,0,0,27
2.50173E+11,808,727,53,0,0,0,0,0,28
2.50173E+11,530,497,33,0,0,0,0,0,0
2.50173E+11,172,139,33,0,0,0,0,0,0
2.50173E+11,885,751,0,0,0,0,0,27,107
2.50173E+11,530,492,25,0,0,0,0,0,13
2.50173E+11,337,282,41,0,0,0,0,0,14
2.50173E+11,356,276,16,0,0,0,46,0,18
2.50173E+11,439,303,67,0,0,0,0,0,69
2.50173E+11,332,320,0,0,0,0,0,0,12
2.50173E+11,918,756,121,0,0,0,23,0,18
2.50173E+11,1324,1176,99,9,0,8,0,0,32
2.50173E+11,1082,910,144,0,0,16,0,0,12
2.50173E+11,925,701,101,0,0,14,58,11,40
2.50173E+11,622,495,21,0,0,0,61,45,0
2.50173E+11,482,420,22,0,0,0,0,28,12
2.50173E+11,1732,1527,97,0,0,0,48,14,46
2.50173E+11,655,595,46,0,0,0,0,0,14
2.50173E+11,318,266,42,0,0,0,10,0,0
2.50173E+11,1234,1077,81,0,0,0,9,0,67
2.50173E+11,948,709,170,0,0,12,0,29,28
2.50173E+11,419,347,43,0,0,20,0,0,9
2.50173E+11,681,391,230,0,0,0,37,23,0
2.50173E+11,513,354,94,0,0,0,0,19,46
2.50173E+11,888,690,146,0,0,0,0,13,39
2.50173E+11,346,244,69,0,0,0,33,0,0
2.50173E+11,252,155,47,0,0,17,14,0,19
2.50173E+11,425,235,164,0,0,0,0,0,26
2.50173E+11,407,204,179,0,0,12,0,0,12
2.50173E+11,832,649,127,0,0,0,0,0,56
2.50173E+11,657,530,84,0,0,0,31,0,12
2.50173E+11,310,222,50,0,0,0,0,12,26
2.50173E+11,289,175,48,0,0,0,17,0,49
2.50173E+11,280,195,18,0,0,0,0,0,67
2.50173E+11,547,410,121,0,0,0,0,0,16
2.50173E+11,496,433,34,0,0,0,0,0,29
2.50173E+11,245,175,63,0,0,0,7,0,0
2.50173E+11,577,379,150,0,0,0,0,0,48
2.50173E+11,347,327,0,0,0,0,0,0,20
2.50173E+11,672,443,122,0,0,25,46,0,36
2.50173E+11,634,538,40,0,0,0,29,0,27
2.50173E+11,840,398,317,0,0,0,0,0,125
2.50173E+11,377,234,120,0,0,0,23,0,0
2.50173E+11,1123,667,425,0,0,0,0,0,31
2.50173E+11,1266,986,214,0,0,13,53,0,0
2.50173E+11,591,432,8,0,0,0,120,0,31
2.50173E+11,586,367,203,0,0,0,16,0,0
2.50173E+11,759,554,164,0,0,17,24,0,0
2.50173E+11,815,556,191,0,0,0,47,0,21
2.50173E+11,875,749,76,0,0,21,20,0,9
2.50173E+11,695,611,27,0,9,0,31,8,9
2.50173E+11,226,173,53,0,0,0,0,0,0
2.50173E+11,1336,1162,152,0,0,0,0,1,21
2.50173E+11,1365,1200,106,0,0,9,0,0,50
2.50173E+11,913,807,24,0,0,0,20,0,62
2.50173E+11,340,302,24,0,0,0,0,0,14
2.50173E+11,482,432,34,0,0,0,0,0,16
2.50173E+11,723,570,103,0,0,0,15,0,35
2.50173E+11,787,692,17,0,0,0,0,34,44
2.50173E+11,576,509,33,0,0,0,34,0,0
2.50173E+11,523,479,31,0,0,0,13,0,0
2.50173E+11,617,506,41,0,0,0,53,0,17
2.50173E+11,599,577,0,0,0,0,0,0,22
2.50173E+11,564,502,51,0,0,0,0,0,11
2.50173E+11,1194,1101,91,0,0,0,0,0,2
