tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,year,month
758,2/1/2016 6:35,2/1/2016 6:48,115,Porter Square Station,42.387995,-71.119084,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1282,Customer,1974,2,2016,2
742,2/1/2016 6:35,2/1/2016 6:47,115,Porter Square Station,42.387995,-71.119084,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1274,Customer,1968,1,2016,2
346,2/1/2016 6:37,2/1/2016 6:43,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,703,Subscriber,1989,1,2016,2
549,2/1/2016 6:38,2/1/2016 6:47,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1266,Subscriber,1980,2,2016,2
463,2/1/2016 6:49,2/1/2016 6:57,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,180,Mt Auburn,42.37478629,-71.13320231,638,Subscriber,1986,1,2016,2
399,2/1/2016 6:51,2/1/2016 6:58,179,MIT Vassar St,42.35560121,-71.10394478,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1564,Subscriber,1992,1,2016,2
199,2/1/2016 6:57,2/1/2016 7:00,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,751,Customer,1980,1,2016,2
332,2/1/2016 6:58,2/1/2016 7:04,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,115,Porter Square Station,42.387995,-71.119084,870,Subscriber,1972,1,2016,2
293,2/1/2016 6:58,2/1/2016 7:03,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,180,Mt Auburn,42.37478629,-71.13320231,1324,Subscriber,1987,2,2016,2
403,2/1/2016 7:02,2/1/2016 7:09,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1303,Customer,1983,1,2016,2
300,2/1/2016 7:13,2/1/2016 7:18,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,917,Subscriber,1980,2,2016,2
340,2/1/2016 7:15,2/1/2016 7:21,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1062,Customer,1987,1,2016,2
246,2/1/2016 7:21,2/1/2016 7:25,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,142,Alewife Station at Russell Field,42.396105,-71.139459,1093,Customer,1976,2,2016,2
648,2/1/2016 7:25,2/1/2016 7:36,115,Porter Square Station,42.387995,-71.119084,180,Mt Auburn,42.37478629,-71.13320231,740,Customer,1974,2,2016,2
1002,2/1/2016 7:26,2/1/2016 7:42,115,Porter Square Station,42.387995,-71.119084,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,643,Subscriber,1970,2,2016,2
834,2/1/2016 7:26,2/1/2016 7:40,115,Porter Square Station,42.387995,-71.119084,117,Binney St / Sixth St,42.366095,-71.086388,1556,Subscriber,1969,1,2016,2
1220,2/1/2016 7:26,2/1/2016 7:47,115,Porter Square Station,42.387995,-71.119084,141,Kendall Street,42.36356016,-71.08216792,1268,Customer,1963,2,2016,2
310,2/1/2016 7:28,2/1/2016 7:33,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,702,Customer,1983,2,2016,2
299,2/1/2016 7:28,2/1/2016 7:33,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1239,Customer,1982,1,2016,2
554,2/1/2016 7:28,2/1/2016 7:38,176,Lesley University,42.38674802,-71.11901879,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1277,Subscriber,1981,2,2016,2
576,2/1/2016 7:29,2/1/2016 7:39,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1550,Subscriber,1983,1,2016,2
865,2/1/2016 7:29,2/1/2016 7:44,143,EF - North Point Park,42.369885,-71.069957,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,735,Customer,1979,1,2016,2
199,2/1/2016 7:30,2/1/2016 7:33,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1273,Subscriber,1982,2,2016,2
490,2/1/2016 7:31,2/1/2016 7:39,143,EF - North Point Park,42.369885,-71.069957,117,Binney St / Sixth St,42.366095,-71.086388,1086,Subscriber,1979,1,2016,2
486,2/1/2016 7:36,2/1/2016 7:44,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,107,Ames St at Main St,42.3625,-71.08822,1023,Customer,1983,1,2016,2
583,2/1/2016 7:36,2/1/2016 7:46,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1279,Subscriber,1992,1,2016,2
260,2/1/2016 7:36,2/1/2016 7:41,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1568,Subscriber,1982,1,2016,2
514,2/1/2016 7:45,2/1/2016 7:53,115,Porter Square Station,42.387995,-71.119084,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,646,Subscriber,1988,2,2016,2
948,2/1/2016 7:45,2/1/2016 8:00,115,Porter Square Station,42.387995,-71.119084,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1560,Subscriber,1978,1,2016,2
736,2/1/2016 7:45,2/1/2016 7:57,115,Porter Square Station,42.387995,-71.119084,180,Mt Auburn,42.37478629,-71.13320231,659,Customer,1986,2,2016,2
532,2/1/2016 7:47,2/1/2016 7:56,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,651,Customer,1974,2,2016,2
258,2/1/2016 7:50,2/1/2016 7:54,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1572,Subscriber,1991,1,2016,2
174,2/1/2016 7:51,2/1/2016 7:54,117,Binney St / Sixth St,42.366095,-71.086388,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,894,Customer,1989,1,2016,2
994,2/1/2016 7:52,2/1/2016 8:09,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,143,EF - North Point Park,42.369885,-71.069957,1313,Subscriber,1992,2,2016,2
759,2/1/2016 7:54,2/1/2016 8:06,143,EF - North Point Park,42.369885,-71.069957,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1087,Subscriber,1961,1,2016,2
728,2/1/2016 7:56,2/1/2016 8:08,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,177,University Park,42.36264779,-71.10006094,731,Customer,1965,1,2016,2
269,2/1/2016 7:58,2/1/2016 8:03,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,816,Subscriber,1988,1,2016,2
534,2/1/2016 7:59,2/1/2016 8:07,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1267,Subscriber,1988,2,2016,2
150,2/1/2016 7:59,2/1/2016 8:01,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1073,Customer,1984,2,2016,2
515,2/1/2016 7:59,2/1/2016 8:08,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,107,Ames St at Main St,42.3625,-71.08822,706,Customer,1983,2,2016,2
319,2/1/2016 7:59,2/1/2016 8:04,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,764,Subscriber,1987,1,2016,2
406,2/1/2016 7:59,2/1/2016 8:06,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,1107,Subscriber,1965,1,2016,2
377,2/1/2016 8:01,2/1/2016 8:07,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,766,Subscriber,1986,1,2016,2
432,2/1/2016 8:01,2/1/2016 8:08,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1085,Subscriber,1991,1,2016,2
192,2/1/2016 8:03,2/1/2016 8:06,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,637,Subscriber,1986,2,2016,2
303,2/1/2016 8:05,2/1/2016 8:10,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,751,Customer,1960,2,2016,2
368,2/1/2016 8:05,2/1/2016 8:11,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1110,Subscriber,1991,1,2016,2
731,2/1/2016 8:05,2/1/2016 8:17,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,735,Subscriber,1981,1,2016,2
353,2/1/2016 8:06,2/1/2016 8:12,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,179,MIT Vassar St,42.35560121,-71.10394478,860,Subscriber,1975,1,2016,2
746,2/1/2016 8:06,2/1/2016 8:19,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,957,Subscriber,1983,1,2016,2
285,2/1/2016 8:08,2/1/2016 8:12,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1270,Subscriber,1954,2,2016,2
442,2/1/2016 8:08,2/1/2016 8:16,117,Binney St / Sixth St,42.366095,-71.086388,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1566,Subscriber,1961,1,2016,2
339,2/1/2016 8:10,2/1/2016 8:16,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1303,Customer,1983,1,2016,2
623,2/1/2016 8:12,2/1/2016 8:23,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1561,Subscriber,1990,2,2016,2
503,2/1/2016 8:13,2/1/2016 8:21,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,646,Subscriber,1990,1,2016,2
497,2/1/2016 8:13,2/1/2016 8:22,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1047,Subscriber,1985,1,2016,2
159,2/1/2016 8:15,2/1/2016 8:17,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,117,Binney St / Sixth St,42.366095,-71.086388,894,Customer,1989,1,2016,2
981,2/1/2016 8:15,2/1/2016 8:32,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,668,Subscriber,1987,2,2016,2
322,2/1/2016 8:16,2/1/2016 8:21,179,MIT Vassar St,42.35560121,-71.10394478,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1286,Subscriber,1988,1,2016,2
1252,2/1/2016 8:16,2/1/2016 8:37,115,Porter Square Station,42.387995,-71.119084,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,870,Customer,1973,1,2016,2
491,2/1/2016 8:16,2/1/2016 8:24,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1106,Subscriber,1981,1,2016,2
1095,2/1/2016 8:16,2/1/2016 8:34,142,Alewife Station at Russell Field,42.396105,-71.139459,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,716,Subscriber,1979,1,2016,2
592,2/1/2016 8:18,2/1/2016 8:27,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1111,Subscriber,1981,2,2016,2
427,2/1/2016 8:18,2/1/2016 8:26,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1305,Subscriber,1978,1,2016,2
270,2/1/2016 8:19,2/1/2016 8:24,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,655,Customer,1985,1,2016,2
446,2/1/2016 8:20,2/1/2016 8:27,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,645,Customer,1970,2,2016,2
110,2/1/2016 8:20,2/1/2016 8:22,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,897,Subscriber,1990,2,2016,2
710,2/1/2016 8:21,2/1/2016 8:32,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,141,Kendall Street,42.36356016,-71.08216792,1270,Customer,1978,1,2016,2
476,2/1/2016 8:21,2/1/2016 8:29,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,141,Kendall Street,42.36356016,-71.08216792,1262,Customer,1975,1,2016,2
820,2/1/2016 8:23,2/1/2016 8:36,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,107,Ames St at Main St,42.3625,-71.08822,926,Subscriber,1987,1,2016,2
846,2/1/2016 8:23,2/1/2016 8:37,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,896,Subscriber,1980,1,2016,2
562,2/1/2016 8:24,2/1/2016 8:33,140,Danehy Park,42.388966,-71.132788,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1570,Subscriber,1984,1,2016,2
401,2/1/2016 8:25,2/1/2016 8:31,176,Lesley University,42.38674802,-71.11901879,140,Danehy Park,42.388966,-71.132788,1555,Customer,1960,2,2016,2
424,2/1/2016 8:25,2/1/2016 8:32,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,756,Subscriber,1990,2,2016,2
199,2/1/2016 8:26,2/1/2016 8:29,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,179,MIT Vassar St,42.35560121,-71.10394478,657,Subscriber,1993,1,2016,2
172,2/1/2016 8:28,2/1/2016 8:31,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1272,Subscriber,1986,1,2016,2
626,2/1/2016 8:29,2/1/2016 8:40,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,107,Ames St at Main St,42.3625,-71.08822,1098,Customer,1976,1,2016,2
646,2/1/2016 8:31,2/1/2016 8:42,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,956,Customer,1982,1,2016,2
524,2/1/2016 8:31,2/1/2016 8:40,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1267,Subscriber,1988,2,2016,2
518,2/1/2016 8:31,2/1/2016 8:40,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,107,Ames St at Main St,42.3625,-71.08822,742,Subscriber,1992,1,2016,2
621,2/1/2016 8:31,2/1/2016 8:41,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1542,Subscriber,1988,1,2016,2
264,2/1/2016 8:32,2/1/2016 8:36,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,655,Subscriber,1986,1,2016,2
303,2/1/2016 8:33,2/1/2016 8:38,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,682,Customer,1979,1,2016,2
531,2/1/2016 8:35,2/1/2016 8:44,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1541,Subscriber,1992,1,2016,2
341,2/1/2016 8:36,2/1/2016 8:41,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1075,Customer,1980,1,2016,2
558,2/1/2016 8:36,2/1/2016 8:45,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1553,Subscriber,1988,1,2016,2
243,2/1/2016 8:37,2/1/2016 8:41,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,142,Alewife Station at Russell Field,42.396105,-71.139459,1044,Customer,1985,1,2016,2
464,2/1/2016 8:37,2/1/2016 8:45,117,Binney St / Sixth St,42.366095,-71.086388,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,894,Customer,1956,2,2016,2
253,2/1/2016 8:37,2/1/2016 8:41,117,Binney St / Sixth St,42.366095,-71.086388,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1563,Subscriber,1991,1,2016,2
411,2/1/2016 8:38,2/1/2016 8:44,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,803,Subscriber,1990,1,2016,2
341,2/1/2016 8:38,2/1/2016 8:44,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1118,Subscriber,1978,1,2016,2
161,2/1/2016 8:38,2/1/2016 8:41,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1091,Customer,1987,1,2016,2
595,2/1/2016 8:38,2/1/2016 8:48,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,107,Ames St at Main St,42.3625,-71.08822,1102,Customer,1985,1,2016,2
460,2/1/2016 8:38,2/1/2016 8:46,176,Lesley University,42.38674802,-71.11901879,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,892,Subscriber,1978,2,2016,2
588,2/1/2016 8:39,2/1/2016 8:49,179,MIT Vassar St,42.35560121,-71.10394478,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,657,Customer,1987,1,2016,2
755,2/1/2016 8:39,2/1/2016 8:51,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1536,Customer,1977,2,2016,2
665,2/1/2016 8:39,2/1/2016 8:50,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,798,Subscriber,1982,1,2016,2
478,2/1/2016 8:39,2/1/2016 8:47,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,774,Subscriber,1981,2,2016,2
291,2/1/2016 8:40,2/1/2016 8:44,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,648,Subscriber,1983,2,2016,2
287,2/1/2016 8:40,2/1/2016 8:45,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1560,Subscriber,1991,1,2016,2
362,2/1/2016 8:42,2/1/2016 8:48,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,682,Customer,1962,1,2016,2
381,2/1/2016 8:42,2/1/2016 8:48,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1531,Subscriber,1992,1,2016,2
356,2/1/2016 8:43,2/1/2016 8:49,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,999,Customer,1978,1,2016,2
619,2/1/2016 8:44,2/1/2016 8:54,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,117,Binney St / Sixth St,42.366095,-71.086388,1566,Customer,1965,2,2016,2
414,2/1/2016 8:44,2/1/2016 8:51,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,741,Subscriber,1994,2,2016,2
1262,2/1/2016 8:44,2/1/2016 9:05,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1,18 Dorrance Warehouse,42.387151,-71.075978,687,Subscriber,1964,1,2016,2
121,2/1/2016 8:45,2/1/2016 8:47,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1539,Customer,1986,1,2016,2
410,2/1/2016 8:45,2/1/2016 8:52,177,University Park,42.36264779,-71.10006094,117,Binney St / Sixth St,42.366095,-71.086388,1559,Customer,1981,1,2016,2
413,2/1/2016 8:45,2/1/2016 8:52,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,917,Subscriber,1978,2,2016,2
