tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,year,month
247,1/7/2016 17:12,1/7/2016 17:16,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,984,Subscriber,1995,1,2016,1
926,1/7/2016 17:13,1/7/2016 17:29,142,Alewife Station at Russell Field,42.396105,-71.139459,115,Porter Square Station,42.387995,-71.119084,1292,Customer,1955,1,2016,1
837,1/7/2016 17:15,1/7/2016 17:29,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,143,EF - North Point Park,42.369885,-71.069957,1312,Customer,1974,1,2016,1
416,1/7/2016 17:15,1/7/2016 17:22,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,731,Subscriber,1984,1,2016,1
1298,1/7/2016 17:17,1/7/2016 17:38,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,1209,Subscriber,1971,2,2016,1
571,1/7/2016 17:17,1/7/2016 17:27,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,945,Subscriber,1989,1,2016,1
346,1/7/2016 17:18,1/7/2016 17:23,107,Ames St at Main St,42.3625,-71.08822,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1108,Subscriber,1990,2,2016,1
348,1/7/2016 13:47,1/7/2016 13:53,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1305,Subscriber,1990,1,2016,1
419,1/7/2016 16:24,1/7/2016 16:31,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1100,Subscriber,1986,1,2016,1
1547,1/7/2016 16:25,1/7/2016 16:51,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1015,Customer,1977,1,2016,1
449,1/7/2016 17:23,1/7/2016 17:30,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,637,Customer,1982,1,2016,1
888,1/7/2016 17:23,1/7/2016 17:38,117,Binney St / Sixth St,42.366095,-71.086388,176,Lesley University,42.38674802,-71.11901879,853,Subscriber,1969,1,2016,1
473,1/7/2016 17:23,1/7/2016 17:31,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,749,Customer,1978,1,2016,1
367,1/7/2016 17:23,1/7/2016 17:30,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,984,Subscriber,1995,1,2016,1
436,1/7/2016 17:24,1/7/2016 17:32,117,Binney St / Sixth St,42.366095,-71.086388,143,EF - North Point Park,42.369885,-71.069957,755,Subscriber,1979,1,2016,1
603,1/7/2016 17:27,1/7/2016 17:37,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1542,Subscriber,1968,1,2016,1
412,1/7/2016 17:27,1/7/2016 17:34,179,MIT Vassar St,42.35560121,-71.10394478,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,682,Subscriber,1958,2,2016,1
489,1/7/2016 17:28,1/7/2016 17:36,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1113,Customer,1970,2,2016,1
2304523,1/7/2016 17:31,2/3/2016 9:40,143,EF - North Point Park,42.369885,-71.069957,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,670,Subscriber,1988,1,2016,1
2536,1/7/2016 17:31,1/7/2016 18:14,117,Binney St / Sixth St,42.366095,-71.086388,143,EF - North Point Park,42.369885,-71.069957,886,Subscriber,1979,1,2016,1
376,1/7/2016 17:32,1/7/2016 17:39,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1293,Subscriber,1993,1,2016,1
1440,1/7/2016 17:33,1/7/2016 17:57,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,1280,Subscriber,1962,1,2016,1
154,1/7/2016 17:33,1/7/2016 17:36,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,875,Subscriber,1964,1,2016,1
378,1/7/2016 17:35,1/7/2016 17:41,179,MIT Vassar St,42.35560121,-71.10394478,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1072,Subscriber,1985,1,2016,1
1067,1/7/2016 17:37,1/7/2016 17:55,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,33,Kenmore Sq / Comm Ave,42.348706,-71.097009,1569,Customer,1974,1,2016,1
436,1/7/2016 17:37,1/7/2016 17:45,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1565,Subscriber,1984,2,2016,1
369,1/7/2016 17:37,1/7/2016 17:43,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,754,Customer,1989,1,2016,1
349,1/7/2016 17:40,1/7/2016 17:45,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1006,Subscriber,1973,1,2016,1
513,1/7/2016 17:40,1/7/2016 17:49,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,177,University Park,42.36264779,-71.10006094,1099,Subscriber,\N,0,2016,1
312,1/7/2016 17:40,1/7/2016 17:46,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,177,University Park,42.36264779,-71.10006094,1270,Subscriber,1996,1,2016,1
249,1/7/2016 17:42,1/7/2016 17:46,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,708,Subscriber,1993,1,2016,1
574,1/7/2016 17:43,1/7/2016 17:53,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1557,Subscriber,1988,2,2016,1
318,1/7/2016 17:43,1/7/2016 17:49,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,636,Customer,1978,2,2016,1
331,1/7/2016 17:45,1/7/2016 17:50,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1072,Subscriber,1985,1,2016,1
652,1/7/2016 17:45,1/7/2016 17:56,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1077,Customer,1979,1,2016,1
421,1/7/2016 17:46,1/7/2016 17:53,107,Ames St at Main St,42.3625,-71.08822,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,763,Customer,1984,1,2016,1
282,1/7/2016 17:48,1/7/2016 17:53,107,Ames St at Main St,42.3625,-71.08822,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,681,Customer,1962,1,2016,1
325,1/7/2016 17:49,1/7/2016 17:55,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1004,Subscriber,1987,1,2016,1
368,1/7/2016 17:49,1/7/2016 17:56,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,375,Subscriber,1981,1,2016,1
95138,1/7/2016 17:50,1/8/2016 20:16,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,690,Customer,1987,1,2016,1
439,1/7/2016 17:50,1/7/2016 17:58,107,Ames St at Main St,42.3625,-71.08822,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,694,Customer,1975,1,2016,1
438,1/7/2016 17:51,1/7/2016 17:58,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,107,Ames St at Main St,42.3625,-71.08822,731,Subscriber,1993,1,2016,1
394,1/7/2016 17:51,1/7/2016 17:58,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,659,Subscriber,1965,1,2016,1
376,1/7/2016 17:51,1/7/2016 17:58,107,Ames St at Main St,42.3625,-71.08822,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1560,Subscriber,1972,2,2016,1
257,1/7/2016 17:53,1/7/2016 17:57,117,Binney St / Sixth St,42.366095,-71.086388,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,932,Subscriber,1990,1,2016,1
869,1/7/2016 17:54,1/7/2016 18:08,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1311,Customer,1983,1,2016,1
429,1/7/2016 17:56,1/7/2016 18:04,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,876,Subscriber,1980,1,2016,1
218,1/7/2016 17:58,1/7/2016 18:01,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,149,Harvard University Transportation Services - 175 North Harvard St,42.363796,-71.129164,1114,Subscriber,1975,1,2016,1
313111,1/7/2016 17:59,1/11/2016 8:57,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,143,EF - North Point Park,42.369885,-71.069957,1076,Subscriber,1982,1,2016,1
266,1/7/2016 18:00,1/7/2016 18:04,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,179,MIT Vassar St,42.35560121,-71.10394478,679,Subscriber,1988,1,2016,1
219,1/7/2016 18:00,1/7/2016 18:03,177,University Park,42.36264779,-71.10006094,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1099,Subscriber,1996,1,2016,1
360,1/7/2016 18:02,1/7/2016 18:08,141,Kendall Street,42.36356016,-71.08216792,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,959,Subscriber,1992,1,2016,1
325,1/7/2016 18:02,1/7/2016 18:07,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,681,Subscriber,1984,1,2016,1
697,1/7/2016 18:06,1/7/2016 18:18,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,115,Porter Square Station,42.387995,-71.119084,660,Subscriber,1983,1,2016,1
480,1/7/2016 18:08,1/7/2016 18:16,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,771,Subscriber,1991,1,2016,1
627,1/7/2016 18:10,1/7/2016 18:20,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,29,Innovation Lab - 125 Western Ave. at Batten Way,42.363732,-71.124565,699,Subscriber,1983,2,2016,1
692,1/7/2016 18:14,1/7/2016 18:26,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,143,EF - North Point Park,42.369885,-71.069957,764,Customer,1962,1,2016,1
309,1/7/2016 18:15,1/7/2016 18:20,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,708,Subscriber,1993,1,2016,1
1040,1/7/2016 18:17,1/7/2016 18:34,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1251,Subscriber,1990,1,2016,1
1561,1/7/2016 18:20,1/7/2016 18:46,142,Alewife Station at Russell Field,42.396105,-71.139459,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1533,Customer,1968,1,2016,1
481,1/7/2016 18:21,1/7/2016 18:29,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,959,Customer,1986,2,2016,1
497,1/7/2016 18:22,1/7/2016 18:30,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,777,Subscriber,1982,2,2016,1
1101,1/7/2016 18:23,1/7/2016 18:41,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,741,Subscriber,1994,2,2016,1
278,1/7/2016 18:25,1/7/2016 18:30,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,681,Subscriber,1989,1,2016,1
352,1/7/2016 18:27,1/7/2016 18:33,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1547,Subscriber,1991,1,2016,1
275,1/7/2016 18:29,1/7/2016 18:34,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,375,Subscriber,1986,1,2016,1
349,1/7/2016 18:32,1/7/2016 18:38,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,771,Customer,1993,1,2016,1
575,1/7/2016 18:33,1/7/2016 18:43,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,874,Subscriber,1985,1,2016,1
605,1/7/2016 18:33,1/7/2016 18:43,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,835,Customer,1994,1,2016,1
350,1/7/2016 18:35,1/7/2016 18:40,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,895,Customer,1967,1,2016,1
554,1/7/2016 18:36,1/7/2016 18:45,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1100,Subscriber,1983,1,2016,1
289,1/7/2016 18:38,1/7/2016 18:43,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1084,Subscriber,1984,2,2016,1
440,1/7/2016 18:41,1/7/2016 18:48,107,Ames St at Main St,42.3625,-71.08822,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1564,Customer,1981,1,2016,1
415,1/7/2016 18:45,1/7/2016 18:52,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1251,Customer,1980,1,2016,1
204,1/7/2016 18:46,1/7/2016 18:50,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,186,Subscriber,1982,2,2016,1
455,1/7/2016 18:46,1/7/2016 18:54,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,771,Customer,1993,1,2016,1
520,1/7/2016 18:52,1/7/2016 19:01,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,707,Subscriber,1989,2,2016,1
567,1/7/2016 18:52,1/7/2016 19:02,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,143,EF - North Point Park,42.369885,-71.069957,1324,Subscriber,1985,1,2016,1
285,1/7/2016 18:53,1/7/2016 18:58,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1295,Subscriber,1982,1,2016,1
340,1/7/2016 18:54,1/7/2016 18:59,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1578,Subscriber,1981,1,2016,1
397,1/7/2016 18:56,1/7/2016 19:03,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,763,Customer,1985,1,2016,1
439,1/7/2016 18:57,1/7/2016 19:04,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,731,Subscriber,1989,1,2016,1
465,1/7/2016 19:06,1/7/2016 19:14,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,674,Subscriber,1988,1,2016,1
297,1/7/2016 19:07,1/7/2016 19:12,179,MIT Vassar St,42.35560121,-71.10394478,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1017,Subscriber,1991,1,2016,1
492,1/7/2016 19:10,1/7/2016 19:18,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,897,Subscriber,1975,1,2016,1
280,1/7/2016 19:11,1/7/2016 19:16,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1288,Subscriber,1992,1,2016,1
1197,1/7/2016 19:16,1/7/2016 19:36,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1280,Subscriber,1962,1,2016,1
325,1/7/2016 19:16,1/7/2016 19:22,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1295,Subscriber,1982,1,2016,1
241,1/7/2016 19:34,1/7/2016 19:38,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1538,Subscriber,1991,1,2016,1
171,1/7/2016 19:35,1/7/2016 19:38,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,643,Subscriber,1968,1,2016,1
681,1/7/2016 19:36,1/7/2016 19:48,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,179,MIT Vassar St,42.35560121,-71.10394478,1091,Subscriber,1982,1,2016,1
220,1/7/2016 19:38,1/7/2016 19:42,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,961,Customer,1992,1,2016,1
732,1/7/2016 19:42,1/7/2016 19:55,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,639,Customer,1975,1,2016,1
504,1/7/2016 19:43,1/7/2016 19:51,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,888,Customer,1974,1,2016,1
648,1/7/2016 19:43,1/7/2016 19:54,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1311,Subscriber,1980,1,2016,1
593,1/7/2016 19:44,1/7/2016 19:54,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1578,Customer,1973,2,2016,1
502,1/7/2016 19:45,1/7/2016 19:53,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,654,Subscriber,1981,1,2016,1
301,1/7/2016 19:47,1/7/2016 19:52,140,Danehy Park,42.388966,-71.132788,142,Alewife Station at Russell Field,42.396105,-71.139459,750,Customer,1977,1,2016,1
587,1/7/2016 19:47,1/7/2016 19:57,179,MIT Vassar St,42.35560121,-71.10394478,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,679,Subscriber,1995,2,2016,1
321,1/7/2016 19:50,1/7/2016 19:55,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,816,Customer,1984,1,2016,1
282,1/7/2016 19:56,1/7/2016 20:01,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1015,Subscriber,1982,1,2016,1
271,1/7/2016 19:58,1/7/2016 20:03,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1007,Customer,1983,1,2016,1
355,1/7/2016 19:58,1/7/2016 20:04,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1288,Customer,1979,1,2016,1
352,1/7/2016 20:01,1/7/2016 20:06,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1022,Customer,1962,2,2016,1
323,1/7/2016 20:01,1/7/2016 20:06,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,754,Subscriber,1990,2,2016,1
496,1/7/2016 20:02,1/7/2016 20:11,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,654,Subscriber,1975,1,2016,1
411,1/7/2016 20:04,1/7/2016 20:11,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,644,Subscriber,1991,1,2016,1
1123,1/7/2016 20:04,1/7/2016 20:23,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,176,Lesley University,42.38674802,-71.11901879,734,Subscriber,1989,1,2016,1
574,1/7/2016 20:07,1/7/2016 20:17,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,835,Subscriber,1990,1,2016,1
570,1/7/2016 20:17,1/7/2016 20:26,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,857,Subscriber,1991,2,2016,1
624,1/7/2016 20:18,1/7/2016 20:28,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,835,Subscriber,1988,1,2016,1
449,1/7/2016 20:22,1/7/2016 20:29,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,759,Subscriber,1991,2,2016,1
439,1/7/2016 20:25,1/7/2016 20:32,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,763,Customer,1984,1,2016,1
302,1/7/2016 20:31,1/7/2016 20:36,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,869,Subscriber,1991,1,2016,1
661,1/7/2016 20:35,1/7/2016 20:46,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,754,Customer,1987,2,2016,1
393,1/7/2016 20:38,1/7/2016 20:44,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,179,MIT Vassar St,42.35560121,-71.10394478,932,Subscriber,1985,1,2016,1
247,1/7/2016 20:40,1/7/2016 20:44,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,803,Subscriber,1992,2,2016,1
316,1/7/2016 20:40,1/7/2016 20:46,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,961,Subscriber,1989,1,2016,1
299,1/7/2016 20:40,1/7/2016 20:45,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,777,Subscriber,1987,1,2016,1
160,1/7/2016 20:41,1/7/2016 20:43,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,741,Subscriber,1981,1,2016,1
249,1/7/2016 20:53,1/7/2016 20:57,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,1017,Subscriber,1988,1,2016,1
190,1/7/2016 20:56,1/7/2016 20:59,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,875,Subscriber,1991,1,2016,1
360,1/7/2016 20:59,1/7/2016 21:05,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,179,MIT Vassar St,42.35560121,-71.10394478,959,Subscriber,1980,1,2016,1
668,1/7/2016 21:04,1/7/2016 21:15,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1311,Subscriber,1984,1,2016,1
477,1/7/2016 21:09,1/7/2016 21:17,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1313,Customer,1970,1,2016,1
604,1/7/2016 21:11,1/7/2016 21:21,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,694,Subscriber,1984,1,2016,1
518,1/7/2016 21:13,1/7/2016 21:22,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,681,Subscriber,1985,2,2016,1
340,1/7/2016 21:14,1/7/2016 21:19,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1006,Subscriber,1981,2,2016,1
